plate,state,license_type,summons_number,issue_date,hour,min,violation,judgment_entry_date,fine_amount,penalty_amount,interest_amount,reduction_amount,payment_amount,amount_due,precinct,borough,issuing_agency,violation_status,summons_image,weekday,year,month,day,address,vehicle_body_type,vehicle_year,latitude,longitude
KLH6730,NY,PAS,8890262990,2021-10-07,15,04P,FIRE HYDRANT,NA,115,0,0,0,0,115,025,Manhattan,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VMUVTVEpOYW1zMVRVRTlQUT09&locationName=_____________________),Thursday,2021,10,7,"509 E 117th St ,   , NY",SUBN,2021,40.7956551,-73.9319637
JEJ3335,NY,PAS,8967674260,2021-07-10,7,30A,FIRE HYDRANT,NA,115,0,0,0,115,0,043,Bronx,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rNTZXVE5PUkVreVRVRTlQUT09&locationName=_____________________),Saturday,2021,7,10,"1052 Colgate Ave ,   , NY",SUBN,2005,40.8245859,-73.880812
GXN5284,NY,PAS,8890371912,2021-07-01,6,16A,FIRE HYDRANT,NA,115,0,0,0,0,115,110,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VMUVUVE5OVkd0NFRXYzlQUT09&locationName=_____________________),Thursday,2021,7,1,"96-11 Alstyne Ave ,   , NY",SUBN,2012,40.7434181,-73.8670376
JEH3750,NY,PAS,8890376661,2021-07-30,22,58P,FIRE HYDRANT,NA,115,0,0,0,0,115,110,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VMUVUVE5PYWxreVRWRTlQUT09&locationName=_____________________),Friday,2021,7,30,"99-03 42nd Ave ,   , NY",SUBN,2017,40.747467,-73.865174
KRH1855,NY,PAS,8890376740,2021-07-31,2,08A,FIRE HYDRANT,NA,115,0,0,0,0,115,109,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VMUVUVE5PYW1Nd1RVRTlQUT09&locationName=_____________________),Saturday,2021,7,31,"W 144th Pl ,  30ft N/of 25th Rd , NY",4DSD,2014,40.7127753,-74.0059728
KKD5193,NY,PAS,8890378475,2021-08-17,6,02A,FIRE HYDRANT,NA,115,0,0,0,0,115,109,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VMUVUVE5QUkZFelRsRTlQUT09&locationName=_____________________),Tuesday,2021,8,17,"12-09 115th St ,   , NY",SUBN,2003,40.7868111,-73.8521636
KLW2888,NY,PAS,8890381061,2021-09-02,9,27A,FIRE HYDRANT,NA,115,0,0,0,0,115,110,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VMUVUVFJOVkVFeVRWRTlQUT09&locationName=_____________________),Thursday,2021,9,2,"45-02 82nd St ,   , NY",4DSD,2019,40.741448,-73.883206
KPY4216,NY,PAS,8890385728,2021-10-08,23,47P,FIRE HYDRANT,NA,115,0,0,0,0,115,110,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VMUVUVFJPVkdONVQwRTlQUT09&locationName=_____________________),Friday,2021,10,8,"55-27 84th St ,   , NY",4DSD,2016,40.7312072,-73.8803713
KHD8895,NY,PAS,8890386137,2021-10-13,6,26A,FIRE HYDRANT,NA,115,0,0,0,0,115,110,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VMUVUVFJPYWtWNlRuYzlQUT09&locationName=_____________________),Wednesday,2021,10,13,"108-45 53rd Ave ,   , NY",4DSD,2008,40.7433037,-73.8527724
JPT6659,NY,PAS,8890454295,2021-08-02,6,33A,FIRE HYDRANT,NA,115,0,0,0,0,115,042,Bronx,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VMUVVVEZPUkVrMVRsRTlQUT09&locationName=_____________________),Monday,2021,8,2,"500 E 165th St ,   , NY",4DSD,2013,40.826459,-73.908118
GYE7370,NY,PAS,8890456632,2021-08-05,8,08A,FIRE HYDRANT,NA,115,0,0,0,0,115,044,Bronx,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VMUVVVEZPYWxsNlRXYzlQUT09&locationName=_____________________),Thursday,2021,8,5,"1003 Ogden Ave ,   , NY",SUBN,2014,40.8331166,-73.9294707
KKN6157,NY,PAS,8890464033,2021-08-18,7,24A,FIRE HYDRANT,NA,115,0,0,0,45,70,042,Bronx,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VMUVVVEpPUkVGNlRYYzlQUT09&locationName=_____________________),Wednesday,2021,8,18,"W Fulton Ave ,  20ft N/of E 171st St , NY",SUBN,2014,40.8383826,-73.9089082
JPT8840,NY,PAS,8890464148,2021-08-18,8,14A,FIRE HYDRANT,NA,115,0,0,0,40,75,042,Bronx,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VMUVVVEpPUkVVd1QwRTlQUT09&locationName=_____________________),Wednesday,2021,8,18,"1500 Boone Ave ,   , NY",SUBN,2016,40.8321659,-73.8851417
KER8858,NY,PAS,8890466431,2021-08-21,6,46A,FIRE HYDRANT,NA,115,0,0,0,0,115,046,Bronx,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VMUVVVEpPYWxGNlRWRTlQUT09&locationName=_____________________),Saturday,2021,8,21,"1665 Andrews Ave ,   , NY",4DSD,2013,40.8487156,-73.9193109
HXH4374,NY,PAS,8890474312,2021-09-14,7,20A,FIRE HYDRANT,NA,115,0,0,0,0,115,046,Bronx,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VMUVVVE5PUkUxNFRXYzlQUT09&locationName=_____________________),Tuesday,2021,9,14,"1821 University Ave ,   , NY",SUBN,2005,40.8512384,-73.9149659
KGW2560,NY,PAS,8890477787,2021-09-25,5,51A,FIRE HYDRANT,NA,115,0,0,0,0,115,052,Bronx,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VMUVVVE5PZW1NMFRuYzlQUT09&locationName=_____________________),Saturday,2021,9,25,"2623 Briggs Ave ,   , NY",SUBN,2021,40.8649215,-73.8929786
HXH8649,NY,PAS,8890482801,2021-10-06,6,05A,FIRE HYDRANT,NA,115,0,0,0,0,115,041,Bronx,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VMUVVVFJOYW1kM1RWRTlQUT09&locationName=_____________________),Wednesday,2021,10,6,"809 Hunts Point Ave ,   , NY",SUBN,2020,40.8169562,-73.888384
JHE2366,NY,PAS,8890489790,2021-10-19,6,09A,FIRE HYDRANT,NA,115,0,0,0,0,115,042,Bronx,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VMUVVVFJQVkdNMVRVRTlQUT09&locationName=_____________________),Tuesday,2021,10,19,"3630 3rd Ave ,   , NY",4DSD,2018,40.8338446,-73.9039243
KJH6540,NY,PAS,8890489996,2021-10-19,7,29A,FIRE HYDRANT,NA,115,0,0,0,0,115,042,Bronx,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VMUVVVFJQVkdzMVRtYzlQUT09&locationName=_____________________),Tuesday,2021,10,19,"1485 Fulton Ave ,   , NY",4DSD,2020,40.8365617,-73.9008784
JMA2340,NY,PAS,8890492879,2021-10-25,7,01A,FIRE HYDRANT,NA,115,0,0,0,0,115,044,Bronx,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VMUVVVFZOYW1jelQxRTlQUT09&locationName=_____________________),Monday,2021,10,25,"W Woodycrest Ave ,  55ft N/of Jerome Ave , NY",SUBN,2018,40.8344303,-73.9266205
KRU4443,NY,PAS,8854088470,2021-09-24,14,50P,FIRE HYDRANT,NA,115,0,0,0,115,0,112,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNUVRVFJQUkZFelRVRTlQUT09&locationName=_____________________),Friday,2021,9,24,"70-35 Austin St ,   , NY",4DSD,2018,40.7206215,-73.8456826
JMD9698,NY,PAS,8885617207,2021-08-19,14,07P,FIRE HYDRANT,NA,115,0,0,0,115,0,114,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5FNVVXWGhPZWtsM1RuYzlQUT09&locationName=_____________________),Thursday,2021,8,19,"35-19 37th Ave ,   , NY",4DSD,2007,40.7532928,-73.92744
JGA2002,NY,PAS,8885617736,2021-08-24,15,25P,FIRE HYDRANT,NA,115,0,0,0,115,0,108,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5FNVVXWGhPZW1ONlRtYzlQUT09&locationName=_____________________),Tuesday,2021,8,24,"N 40th St ,  5ft E/of 48th Ave , NY",SUBN,2004,40.738632,-73.9083293
HZR1185,NY,PAS,8890566255,2021-07-20,11,56A,FIRE HYDRANT,NA,115,0,0,0,0,115,108,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VMUVWVEpPYWtreFRsRTlQUT09&locationName=_____________________),Tuesday,2021,7,20,"46-01 47th Ave ,   , NY",4DSD,2015,40.7410206,-73.9193002
HAL6718,NY,PAS,8890569062,2021-08-02,14,34P,FIRE HYDRANT,NA,115,0,0,0,0,115,108,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VMUVWVEpQVkVFeVRXYzlQUT09&locationName=_____________________),Monday,2021,8,2,"45-44 40th St ,   , NY",SUBN,2005,40.742422,-73.9248099
GYK5766,NY,PAS,8890572097,2021-08-16,11,56A,FIRE HYDRANT,NA,115,0,0,0,0,115,108,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VMUVWVE5OYWtFMVRuYzlQUT09&locationName=_____________________),Monday,2021,8,16,"W 45th St ,  15ft N/of 48th Ave , NY",SUBN,2005,40.7595716,-73.9893629
KNA3003,NY,PAS,8968440384,2021-07-27,22,41P,FIRE HYDRANT,NA,115,0,0,0,115,0,042,Bronx,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rOUVVVEJOUkUwMFRrRTlQUT09&locationName=_____________________),Tuesday,2021,7,27,"N E 168th St ,  20ft E/of Park Ave , NY",4DSD,2019,40.8043256,-73.939393
KLN5181,NY,PAS,8890576728,2021-09-16,14,39P,FIRE HYDRANT,NA,115,0,0,0,0,115,108,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VMUVWVE5PYW1ONVQwRTlQUT09&locationName=_____________________),Thursday,2021,9,16,"45-42 41st St ,   , NY",SUBN,2021,40.7424078,-73.9239036
KNU7937,NY,PAS,8968383534,2021-07-10,3,07A,FIRE HYDRANT,NA,115,0,0,0,115,0,048,Bronx,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rOUVUVFJOZWxWNlRrRTlQUT09&locationName=_____________________),Saturday,2021,7,10,"1992 Belmont Ave ,   , NY",4DSD,2019,40.8468056,-73.8909559
HSJ2382,NY,PAS,8951717409,2021-07-14,13,15P,FIRE HYDRANT,NA,115,0,0,0,115,0,024,Manhattan,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMVVZM2hPZWxGM1QxRTlQUT09&locationName=_____________________),Wednesday,2021,7,14,"N W 94th St ,  1ft W/of Amsterdam A , NY",SUBN,2017,40.792676,-73.9711046
KLE3729,NY,PAS,8968527544,2021-07-01,2,27A,FIRE HYDRANT,NA,115,0,0,0,115,0,052,Bronx,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rOUVWWGxPZWxVd1RrRTlQUT09&locationName=_____________________),Thursday,2021,7,1,"W Grand Concourse ,  100ft N/of E Kingsbr , NY",4DSD,2001,40.866058,-73.894028
JBR7674,NY,PAS,8890676966,2021-09-29,15,23P,FIRE HYDRANT,NA,115,0,0,0,0,115,103,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VMUVXVE5PYW1zeVRtYzlQUT09&locationName=_____________________),Wednesday,2021,9,29,"8833 146th St ,   , NY",SUBN,2003,40.7038052,-73.8095229
JCT8154,NY,PAS,8968579222,2021-07-07,20,49P,FIRE HYDRANT,NA,115,0,0,0,115,0,040,Bronx,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rOUVWVE5QVkVsNVRXYzlQUT09&locationName=_____________________),Wednesday,2021,7,7,"422 E 138th St ,   , NY",SUBN,2015,40.8084878,-73.9221814
KER8887,NY,PAS,8890802327,2021-06-30,8,00A,FIRE HYDRANT,NA,115,0,0,0,0,115,041,Bronx,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VMUVaM2ROYWsxNVRuYzlQUT09&locationName=_____________________),Wednesday,2021,6,30,"788 Fox St ,   , NY",4DSD,2015,40.8164579,-73.8970472
KEJ1050,NY,PAS,8890804403,2021-07-05,8,11A,FIRE HYDRANT,NA,115,0,0,0,0,115,049,Bronx,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VMUVaM2RPUkZGM1RYYzlQUT09&locationName=_____________________),Monday,2021,7,5,"3050 Wallace Ave ,   , NY",4DSD,2006,40.871108,-73.864096
HSF3862,NY,PAS,8890805249,2021-07-06,8,26A,FIRE HYDRANT,NA,115,0,0,0,0,115,046,Bronx,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VMUVaM2RPVkVrd1QxRTlQUT09&locationName=_____________________),Tuesday,2021,7,6,"2229 Creston Ave ,   , NY",4DSD,0,40.8561796,-73.9022586
KED2946,NY,PAS,8890808470,2021-07-14,6,07A,FIRE HYDRANT,NA,115,0,0,0,0,115,046,Bronx,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VMUVaM2RQUkZFelRVRTlQUT09&locationName=_____________________),Wednesday,2021,7,14,"1695 Grand Ave ,   , NY",4DSD,2010,40.8483856,-73.9144525
KHT5985,NY,PAS,8890808585,2021-07-14,6,38A,FIRE HYDRANT,NA,115,0,0,0,0,115,046,Bronx,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VMUVaM2RQUkZVMFRsRTlQUT09&locationName=_____________________),Wednesday,2021,7,14,"1678 Davidson Ave ,   , NY",SUBN,2020,40.8465659,-73.9140979
JPS2505,NY,PAS,8890810087,2021-07-16,13,39P,FIRE HYDRANT,NA,115,0,0,0,0,115,048,Bronx,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VMUVaM2hOUkVFMFRuYzlQUT09&locationName=_____________________),Friday,2021,7,16,"620 E 237th St ,   , NY",4DSD,2020,40.8980208,-73.8578376
KLX1253,NY,PAS,8890813684,2021-07-24,5,52A,FIRE HYDRANT,NA,115,0,0,0,0,115,043,Bronx,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VMUVaM2hOZWxrMFRrRTlQUT09&locationName=_____________________),Saturday,2021,7,24,"1701 E 174th St ,   , NY",SUBN,2017,40.8348136,-73.8717463
KHX4795,NY,PAS,8890813738,2021-07-24,6,09A,FIRE HYDRANT,NA,115,0,0,0,0,115,043,Bronx,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VMUVaM2hOZW1ONlQwRTlQUT09&locationName=_____________________),Saturday,2021,7,24,"E Croes Ave ,  10ft N/of Watson Ave , NY",4DSD,2001,40.8271846,-73.8701073
KLW1052,NY,PAS,8890815656,2021-07-28,6,21A,FIRE HYDRANT,NA,115,0,0,0,0,115,044,Bronx,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VMUVaM2hPVkZreFRtYzlQUT09&locationName=_____________________),Wednesday,2021,7,28,"1145 Clay Ave ,   , NY",4DSD,2018,40.8307684,-73.9116636
KHW7644,NY,PAS,8890819777,2021-08-30,6,26A,FIRE HYDRANT,NA,115,0,0,0,0,115,042,Bronx,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VMUVaM2hQVkdNelRuYzlQUT09&locationName=_____________________),Monday,2021,8,30,"1357 Washington Ave ,   , NY",SUBN,2003,40.7430102,-73.2389619
FWG3109,NY,PAS,8890822600,2021-09-03,15,03P,FIRE HYDRANT,NA,115,0,0,0,0,115,045,Bronx,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VMUVaM2xOYWxsM1RVRTlQUT09&locationName=_____________________),Friday,2021,9,3,"249 Kearney Ave ,   , NY",SUBN,2020,40.8187938,-73.8125627
HFE4522,NY,PAS,8890823010,2021-09-04,7,40A,FIRE HYDRANT,NA,115,0,0,0,0,115,044,Bronx,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VMUVaM2xOZWtGNFRVRTlQUT09&locationName=_____________________),Saturday,2021,9,4,"235 E 172nd St ,   , NY",SUBN,2008,40.8405551,-73.9110083
KKY8708,NY,PAS,8890825935,2021-09-11,8,13A,FIRE HYDRANT,NA,115,0,0,0,0,115,042,Bronx,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VMUVaM2xPVkd0NlRsRTlQUT09&locationName=_____________________),Saturday,2021,9,11,"1150 Union Ave ,   , NY",SUBN,2017,40.8274237,-73.899468100000007
KHT5985,NY,PAS,8890826253,2021-09-13,6,40A,FIRE HYDRANT,NA,115,0,0,0,0,115,046,Bronx,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VMUVaM2xPYWtreFRYYzlQUT09&locationName=_____________________),Monday,2021,9,13,"31 W 174th St ,   , NY",SUBN,2020,40.8468118,-73.9147409
KEV8787,NY,PAS,8890828341,2021-09-18,6,13A,FIRE HYDRANT,NA,115,0,0,0,0,115,044,Bronx,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VMUVaM2xQUkUwd1RWRTlQUT09&locationName=_____________________),Saturday,2021,9,18,"1405 Nelson Ave ,   , NY",4DSD,2018,40.8425486,-73.9221904
HHJ5715,NY,PAS,8890831248,2021-09-27,5,50A,FIRE HYDRANT,NA,115,0,0,0,0,115,040,Bronx,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VMUVaM3BOVkVrd1QwRTlQUT09&locationName=_____________________),Monday,2021,9,27,"499 E 163rd St ,   , NY",SUBN,2011,40.8248493,-73.9092064
KEX2688,NY,PAS,8890831807,2021-09-28,7,22A,FIRE HYDRANT,NA,115,0,0,0,0,115,052,Bronx,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VMUVaM3BOVkdkM1RuYzlQUT09&locationName=_____________________),Tuesday,2021,9,28,"2603 Grand Ave ,   , NY",SUBN,2009,40.6464462,-73.6127092
KJC2176,NY,PAS,8890834328,2021-10-02,7,49A,FIRE HYDRANT,NA,115,0,0,0,0,115,052,Bronx,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VMUVaM3BPUkUxNVQwRTlQUT09&locationName=_____________________),Saturday,2021,10,2,"2781 Grand Concourse ,   , NY",4DSD,2017,40.8688792,-73.8928773
KEW6896,NY,PAS,8949535336,2021-08-05,20,28P,FIRE HYDRANT,NA,115,0,0,0,115,0,024,Manhattan,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FOVVWWHBPVkUxNlRtYzlQUT09&locationName=_____________________),Thursday,2021,8,5,"316 W 108th St ,   , NY",SUBN,2020,40.802988,-73.968309
JLS2233,NY,PAS,8890837810,2021-10-11,6,29A,FIRE HYDRANT,NA,115,0,0,0,0,115,040,Bronx,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VMUVaM3BPZW1kNFRVRTlQUT09&locationName=_____________________),Monday,2021,10,11,"811 Elton Ave ,   , NY",4DSD,2017,40.8221359,-73.9132827
KSU3204,NY,PAS,8890841291,2021-10-18,7,54A,FIRE HYDRANT,NA,115,0,0,0,0,115,047,Bronx,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VMUVaekJOVkVrMVRWRTlQUT09&locationName=_____________________),Monday,2021,10,18,"862 E 220th St ,   , NY",4DSD,2013,40.882561,-73.857415
JMZ5685,NY,PAS,8890887825,2021-09-08,13,46P,FIRE HYDRANT,NA,115,0,0,0,0,115,113,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VMUVaelJPZW1kNVRsRTlQUT09&locationName=_____________________),Wednesday,2021,9,8,"115-50 Merrick Blvd ,   , NY",4DSD,2003,40.6885082,-73.7771572
KDD2860,NY,PAS,8890887874,2021-09-08,13,53P,FIRE HYDRANT,NA,115,0,0,0,0,115,113,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VMUVaelJPZW1jelRrRTlQUT09&locationName=_____________________),Wednesday,2021,9,8,"172-23 Baisley Blvd ,   , NY",4DSD,2016,40.6822662,-73.771641
HMF5370,NY,PAS,8968831415,2021-07-09,21,32P,FIRE HYDRANT,NA,115,0,0,0,115,0,044,Bronx,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rOUVaM3BOVkZGNFRsRTlQUT09&locationName=_____________________),Friday,2021,7,9,"1175 Walton Ave ,   , NY",SUBN,2011,40.8341614,-73.9203594
KPS1343,NY,PAS,8890890435,2021-09-18,16,31P,FIRE HYDRANT,NA,115,0,0,0,0,115,105,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VMUVaelZOUkZGNlRsRTlQUT09&locationName=_____________________),Saturday,2021,9,18,"72-67 Little Neck Pky ,   , NY",PICK,2018,40.7499981,-73.7199452
KGF7209,NY,PAS,8890891099,2021-09-22,24,53P,FIRE HYDRANT,NA,115,0,0,0,0,115,102,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VMUVaelZOVkVFMVQxRTlQUT09&locationName=_____________________),Wednesday,2021,9,22,"127-01 88th Ave ,   , NY",SUBN,2020,40.7002043,-73.8233086
HMV3550,NY,PAS,8840436200,2021-07-21,6,53A,FIRE HYDRANT,NA,115,0,0,0,0,115,102,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1FMUVVWHBPYWtsM1RVRTlQUT09&locationName=_____________________),Wednesday,2021,7,21,"11519 Mayfair Rd ,   , NY",SUBN,2020,40.7060817,-73.8371738
KGZ2924,NY,PAS,8840438919,2021-09-02,7,22A,FIRE HYDRANT,NA,115,0,0,0,115,0,112,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1FMUVVWHBQUkd0NFQxRTlQUT09&locationName=_____________________),Thursday,2021,9,2,"6260 99th St ,   , NY",4DSD,2017,40.7329796,-73.8578585
JMC9968,NY,PAS,8840441700,2021-10-07,6,18A,FIRE HYDRANT,NA,115,0,0,0,115,0,102,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1FMUVVVEJOVkdOM1RVRTlQUT09&locationName=_____________________),Thursday,2021,10,7,"S 89th Ave ,  60ft E/of 114th St , NY",SUBN,2019,40.7105459,-73.7871163
JDP3912,NY,PAS,8890897788,2021-10-22,15,00P,FIRE HYDRANT,NA,115,0,0,0,0,115,105,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VMUVaelZPZW1NMFQwRTlQUT09&locationName=_____________________),Friday,2021,10,22,"255-41 Jericho Tpke ,   , NY",SUBN,0,40.7277885,-73.7089618
KGA6045,NY,PAS,8890903200,2021-10-12,6,59A,FIRE HYDRANT,NA,115,0,0,0,0,115,078,Brooklyn,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VMUVhM2ROZWtsM1RVRTlQUT09&locationName=_____________________),Tuesday,2021,10,12,"1204 8th Ave ,   , NY",2DSD,2008,40.6639054,-73.9810172
