plate,state,license_type,summons_number,issue_date,hour,min,violation,judgment_entry_date,fine_amount,penalty_amount,interest_amount,reduction_amount,payment_amount,amount_due,precinct,borough,issuing_agency,violation_status,summons_image,weekday,year,month,day,address,latitude,longitude
KKF6520,NY,PAS,8992736423,2021-09-20,24,18P,FAIL TO DSPLY MUNI METER RECPT,NA,35,0,0,0,0,35,079,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VMXFZM3BPYWxGNVRYYzlQUT09&locationName=_____________________),Monday,2021,9,20,"1164 Fulton St ,   , NY",40.6806672,-73.9544191
JNU7189,NY,PAS,8896829847,2021-06-30,14,33P,NO STANDING-EXC. TRUCK LOADING,NA,95,0,0,0,0,95,005,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VNXFaM2xQVkdjd1RuYzlQUT09&locationName=_____________________),Wednesday,2021,6,30,"270 Lafayette St ,   , NY",40.7239832,-73.996478
HUT5226,NY,PAS,8989267183,2021-08-28,8,42A,CROSSWALK,NA,115,0,0,0,0,115,079,Brooklyn,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FOVVTVEpPZWtVMFRYYzlQUT09&locationName=_____________________),Saturday,2021,8,28,"S Jefferson Ave ,  0ft W/of Marcus Garv , NY",40.7127753,-74.0059728
EVJ3913,NY,PAS,1483354982,2021-08-25,7,48A,NO PARKING-STREET CLEANING,NA,65,0,0,0,0,65,043,Bronx,DEPARTMENT OF SANITATION,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FMTZUVEZPUkdzMFRXYzlQUT09&locationName=_____________________),Wednesday,2021,8,25,"1955 WESTCHESTER AVENUE ,   , NY",40.8336444,-73.8591355
GPY9330,NY,PAS,8883062693,2021-10-05,11,35A,FAIL TO DSPLY MUNI METER RECPT,NA,35,0,0,0,0,35,122,Staten Island,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5FMTZRVEpOYWxrMVRYYzlQUT09&locationName=_____________________),Tuesday,2021,10,5,"500 Seaview Ave ,   , NY",40.5829123,-74.085729
KJX5201,NY,PAS,8891821494,2021-08-13,10,11A,NO PARKING-STREET CLEANING,NA,65,0,0,0,0,65,104,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VMVVaM2xOVkZFMVRrRTlQUT09&locationName=_____________________),Friday,2021,8,13,"E Bleecker St ,  35ft S/of Onderdonk , NY",40.7261378,-73.9950697
KHU5665,NY,PAS,8927266201,2021-07-24,14,22P,EXPIRED MUNI METER,NA,65,0,0,0,0,65,017,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVVNTZTVEpPYWtsM1RWRTlQUT09&locationName=_____________________),Saturday,2021,7,24,"S E 52nd St ,  30ft W/of 3rd Ave , NY",40.7570052,-73.96966
KEX3441,NY,PAS,8962100150,2021-08-09,24,03P,REG. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,046,Bronx,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rMXFSWGROUkVVeFRVRTlQUT09&locationName=_____________________),Monday,2021,8,9,"E Loring Pl ,  480ft S/of W 183rd S , NY",40.8606342,-73.9092224
JAW9984,NY,PAS,8881615988,2021-07-16,14,17P,EXPIRED MUNI METER,NA,35,0,0,0,0,35,115,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5FMVVXWGhPVkdzMFQwRTlQUT09&locationName=_____________________),Friday,2021,7,16,"90-20 Elmhurst Ave ,   , NY",40.7489502,-73.8757889
KEL5685,NY,PAS,8905053038,2021-09-28,14,28P,FRONT OR BACK PLATE MISSING,NA,65,0,0,0,0,65,115,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmQwNVVRVEZOZWtGNlQwRTlQUT09&locationName=_____________________),Tuesday,2021,9,28,"78-27 37th Ave ,   , NY",40.7496304,-73.887434
JPR7951,NY,PAS,8893333417,2021-10-15,8,39A,NO STANDING-DAY/TIME LIMITS,NA,115,0,0,0,0,115,104,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VMTZUWHBOZWxGNFRuYzlQUT09&locationName=_____________________),Friday,2021,10,15,"W Fairview Ave ,  15ft N/of Palmetto S , NY",40.6640238,-73.700515
KKT3828,NY,PAS,8830442641,2021-08-02,10,55A,FIRE HYDRANT,NA,115,0,0,0,0,115,120,Staten Island,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVrMUVVVEJOYWxrd1RWRTlQUT09&locationName=_____________________),Monday,2021,8,2,"6 New Ln ,   , NY",40.6118516,-74.0639307
KPU8544,NY,PAS,8855712901,2021-10-06,24,07P,NO PARKING-DAY/TIME LIMITS,NA,60,0,0,0,0,60,103,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNVVZM2hOYW10M1RWRTlQUT09&locationName=_____________________),Wednesday,2021,10,6,"9031 160th St ,   , NY",40.7044236,-73.7993783
KNP2648,NY,PAS,8883872472,2021-09-17,14,44P,SAFETY ZONE,NA,115,0,0,115,0,0,112,Queens,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5FMTZaek5OYWxFelRXYzlQUT09&locationName=_____________________),Friday,2021,9,17,"107-18 70th Rd ,   , NY",40.7210107,-73.8452888
JJM4802,NY,PAS,8972574200,2021-09-02,10,05A,FIRE HYDRANT,NA,115,0,0,0,0,115,078,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wMXFWVE5PUkVsM1RVRTlQUT09&locationName=_____________________),Thursday,2021,9,2,"E Wyckoff St ,  10ft S/of Nevins St , NY",40.6849851,-73.9880604
JSB3465,NY,PAS,8974135206,2021-10-13,9,46A,INSP. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,078,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wNUVSWHBPVkVsM1RtYzlQUT09&locationName=_____________________),Wednesday,2021,10,13,"W 3rd Ave ,  55ft N/of Sackett St , NY",40.761263,-73.9668152
GEJ2333,NY,PAS,8975717719,2021-07-03,15,18P,REG. STICKER-EXPIRED/MISSING,NA,65,0,0,0,65,0,060,Brooklyn,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wNVVZM2hPZW1ONFQxRTlQUT09&locationName=_____________________),Saturday,2021,7,3,"3010 Brighton 14th St ,   , NY",40.579655,-73.95502
GND7687,NY,PAS,8844135978,2021-10-21,10,06A,NO PARKING-STREET CLEANING,NA,65,0,0,0,0,65,103,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1FNUVSWHBPVkdzelQwRTlQUT09&locationName=_____________________),Thursday,2021,10,21,"109-04 160th St ,   , NY",40.6936766,-73.792087
KKA3021,NY,PAS,8995174602,2021-08-27,24,06P,NO PARKING-STREET CLEANING,NA,65,0,0,0,0,65,094,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNVVSVE5PUkZsM1RXYzlQUT09&locationName=_____________________),Friday,2021,8,27,"421 Meeker Ave ,   , NY",40.7192748,-73.9464755
HWU1051,NY,PAS,8941879887,2021-07-06,7,23A,NO PARKING-DAY/TIME LIMITS,NA,60,0,0,0,60,0,032,Manhattan,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FMVVaek5QVkdjMFRuYzlQUT09&locationName=_____________________),Tuesday,2021,7,6,"2350 5th Ave ,   , NY",40.8171922,-73.9354379
JKG4094,NY,PAS,8986906454,2021-09-16,6,02A,REG. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,079,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNXFhM2RPYWxFeFRrRTlQUT09&locationName=_____________________),Thursday,2021,9,16,"92 Pulaski St ,   , NY",40.692304,-73.947784
HUW1511,NY,PAS,8976669265,2021-08-27,5,18A,FEEDING METER,NA,65,0,0,0,65,0,072,Brooklyn,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wNXFXVEpQVkVreVRsRTlQUT09&locationName=_____________________),Friday,2021,8,27,"E 4th Ave ,  100ft S/of Sackett S , NY",40.8043256,-73.939393
KKN5535,NY,PAS,4745674065,2021-08-23,16,43P,PHTO SCHOOL ZN SPEED VIOLATION,NA,50,25,0,0,0,75,000,Bronx,DEPARTMENT OF TRANSPORTATION,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak1FNVVXVE5PUkVFeVRsRTlQUT09&locationName=_____________________),Monday,2021,8,23,"0 NB UNIVERSITY AVE @ ,  W 183RD ST , NY",40.8596146,-73.9077847
KKP6536,NY,PAS,8967846101,2021-09-04,7,21A,FIRE HYDRANT,NA,115,0,0,0,0,115,047,Bronx,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rNTZaekJPYWtWM1RWRTlQUT09&locationName=_____________________),Saturday,2021,9,4,"4047 Paulding Ave ,   , NY",40.8871365,-73.8509073
JKB4323,NY,PAS,8842819700,2021-10-23,8,43A,FIRE HYDRANT,NA,115,0,0,0,0,115,061,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1FMXFaM2hQVkdOM1RVRTlQUT09&locationName=_____________________),Saturday,2021,10,23,"1820 E 13th St ,   , NY",40.6049204,-73.9598401
JMN9848,NY,PAS,8903866472,2021-07-07,11,41A,NO PARKING-STREET CLEANING,NA,65,0,0,0,0,65,114,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmQwMTZaekpPYWxFelRXYzlQUT09&locationName=_____________________),Wednesday,2021,7,7,"34-49 Crescent St ,   , NY",40.759873,-73.9314629
KLT8567,NY,PAS,8938064803,2021-10-22,9,18A,NO PARKING-STREET CLEANING,NA,65,0,0,0,0,65,079,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVrOUVRVEpPUkdkM1RYYzlQUT09&locationName=_____________________),Friday,2021,10,22,"182 Macon St ,   , NY",40.6815681,-73.9438215
JMK3937,NY,PAS,8865373878,2021-10-05,8,18A,FIRE HYDRANT,NA,115,0,0,0,0,115,043,Bronx,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rNVVUVE5OZW1jelQwRTlQUT09&locationName=_____________________),Tuesday,2021,10,5,"834 Leland Ave ,   , NY",40.8225186,-73.861158
KLE4896,NY,PAS,8623090860,2021-08-26,9,11A,NO PARKING-STREET CLEANING,NA,65,0,0,0,0,65,040,Bronx,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVVMTZRVFZOUkdjeVRVRTlQUT09&locationName=_____________________),Thursday,2021,8,26,"751 Elton Ave ,   , NY",40.8206588,-73.9140061
KHT6069,NY,PAS,8963190109,2021-09-17,10,27A,NO PARKING-STREET CLEANING,NA,65,0,0,0,0,65,052,Bronx,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rMTZSVFZOUkVWM1QxRTlQUT09&locationName=_____________________),Friday,2021,9,17,"3525 Decatur Ave ,   , NY",40.8795784,-73.8725847
KGC6259,NY,PAS,8752580910,2021-07-06,6,44A,FIRE HYDRANT,NA,115,0,0,0,115,0,110,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1VMXFWVFJOUkd0NFRVRTlQUT09&locationName=_____________________),Tuesday,2021,7,6,"40-46 98th St ,   , NY",40.7481657,-73.8669729
GGW8817,NY,PAS,8830991910,2021-06-28,10,21A,REG. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,121,Staten Island,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVrMUVhelZOVkd0NFRVRTlQUT09&locationName=_____________________),Monday,2021,6,28,"S Orange Ave ,  10ft E/of Port Richm , NY",40.627751,-74.140629
JME5677,NY,PAS,8965530520,2021-10-13,24,11P,REG. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,048,Bronx,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rNVVWWHBOUkZWNVRVRTlQUT09&locationName=_____________________),Wednesday,2021,10,13,"S East Mount Eden Ave ,  20ft W/of Monroe Ave , NY",40.8431083,-73.9104298
JME4707,NY,PAS,8891629133,2021-09-07,2,36A,NO PARKING-DAY/TIME LIMITS,NA,60,0,0,0,0,60,110,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VMVVXWGxQVkVWNlRYYzlQUT09&locationName=_____________________),Tuesday,2021,9,7,"88-14 Roosevelt Ave ,   , NY",40.7480366,-73.8780762
KFT1486,NY,PAS,8953231395,2021-08-03,17,06P,INSP. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,025,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMTZTWHBOVkUwMVRsRTlQUT09&locationName=_____________________),Tuesday,2021,8,3,"247 E 115th St ,   , NY",40.7965923,-73.9386113
GRM1015,NY,PAS,1475767341,2021-08-04,8,28A,NO STANDING-EXC. AUTH. VEHICLE,NA,95,0,0,0,0,95,000,Queens,OTHER/UNKNOWN AGENCIES,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk0wNVVZekpPZWswd1RWRTlQUT09&locationName=_____________________),Wednesday,2021,8,4,"120-55 QB ,   , NY",40.683053,-73.821268
JGZ7699,NY,PAS,8853180420,2021-08-07,17,03P,REG. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,103,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VMTZSVFJOUkZGNVRVRTlQUT09&locationName=_____________________),Saturday,2021,8,7,"S 90th Ave ,  40ft W/of Sutphin Bl , NY",40.7111769,-73.779853
JHA6278,NY,PAS,1484123426,2021-09-03,21,52P,FRONT OR BACK PLATE MISSING,NA,65,0,0,65,0,0,043,Bronx,OTHER/UNKNOWN AGENCIES,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNUVSWGxOZWxGNVRtYzlQUT09&locationName=_____________________),Friday,2021,9,3,"60 METROPOLITAN OVAL ,   , NY",40.8374727,-73.8599978
KNY3930,NY,PAS,8823837546,2021-09-30,6,15A,NO STANDING-DAY/TIME LIMITS,NA,115,0,0,0,0,115,049,Bronx,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVVMTZaM3BPZWxVd1RtYzlQUT09&locationName=_____________________),Thursday,2021,9,30,"2451 Olinville Ave ,   , NY",40.8629782,-73.8685765
JNL4382,NY,PAS,8833906528,2021-09-13,15,10P,INSP. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,109,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVrMTZhM2RPYWxWNVQwRTlQUT09&locationName=_____________________),Monday,2021,9,13,"133-50 41st Ave ,   , NY",40.7576452,-73.8301875
KPB7334,NY,PAS,8667386844,2021-07-21,7,51A,NO STANDING-DAY/TIME LIMITS,NA,115,0,0,0,115,0,108,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1rNTZUVFJPYW1jd1RrRTlQUT09&locationName=_____________________),Wednesday,2021,7,21,"37-25 Hunters Point Ave ,   , NY",40.7372339,-73.9290604
GEX5670,NY,PAS,8936581818,2021-09-30,11,45A,DOUBLE PARKING,NA,115,0,0,0,0,115,020,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVrNXFWVFJOVkdkNFQwRTlQUT09&locationName=_____________________),Thursday,2021,9,30,"55 West End Ave ,   , NY",40.7735014,-73.9893732
KGW9770,NY,PAS,8944676021,2021-07-30,9,44A,FRONT OR BACK PLATE MISSING,NA,65,0,0,0,0,65,028,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FNUVXVE5PYWtGNVRWRTlQUT09&locationName=_____________________),Friday,2021,7,30,"304 W 117th St ,   , NY",40.805025,-73.955402
FFB5557,NY,PAS,8834372130,2021-07-31,15,30P,FAIL TO DSPLY MUNI METER RECPT,NA,35,0,0,35,0,0,108,Queens,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVrNUVUVE5OYWtWNlRVRTlQUT09&locationName=_____________________),Saturday,2021,7,31,"47-09 Center Blvd ,   , NY",40.74583,-73.956691
FFP6314,NY,PAS,8980088590,2021-08-23,13,41P,FRONT OR BACK PLATE MISSING,NA,65,0,0,65,0,0,075,Brooklyn,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FMUVRVFJQUkZVMVRVRTlQUT09&locationName=_____________________),Monday,2021,8,23,"922 Pennsylvania Ave ,   , NY",40.6552071,-73.8885375
KGX1714,NY,PAS,8975722119,2021-09-04,10,59A,NO STANDING-DAY/TIME LIMITS,NA,115,0,0,0,115,0,061,Brooklyn,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wNVVZM2xOYWtWNFQxRTlQUT09&locationName=_____________________),Saturday,2021,9,4,"E Brigham St ,  5ft S/of Emmons Ave , NY",40.5924139,-73.9336056
DRU6629,NY,PAS,8981027810,2021-09-27,13,07P,FAIL TO DSPLY MUNI METER RECPT,NA,35,0,0,0,0,35,068,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FMVVRWGxPZW1kNFRVRTlQUT09&locationName=_____________________),Monday,2021,9,27,"374 87th St ,   , NY",40.6220469,-74.0290719
JFZ6747,NY,PAS,8835449674,2021-10-05,16,45P,INSP. STICKER-EXPIRED/MISSING,NA,65,0,0,65,0,0,103,Queens,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVrNVVVVEJQVkZrelRrRTlQUT09&locationName=_____________________),Tuesday,2021,10,5,"W 148th St ,  25ft S/of Jamaica Av , NY",40.8263917,-73.9443799
GTT1823,NY,PAS,2003263093,2021-09-24,24,33P,NO PARKING-STREET CLEANING,NA,65,0,0,0,0,65,069,Brooklyn,DEPARTMENT OF SANITATION,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFdwQmQwMTZTVEpOZWtFMVRYYzlQUT09&locationName=_____________________),Friday,2021,9,24,"0 S/S of SKIDMORE AVEN ,  UE 5' E/O EAST 91 ST , NY",40.630854,-73.890815
JDY2286,NY,PAS,8992832424,2021-09-14,18,15P,NO STANDING-DAY/TIME LIMITS,NA,115,0,0,0,115,0,094,Brooklyn,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VMXFaM3BOYWxGNVRrRTlQUT09&locationName=_____________________),Tuesday,2021,9,14,"268 Norman Ave ,   , NY",40.7275174,-73.9415853
KJC8226,NY,PAS,8987589560,2021-09-21,10,56A,INSP. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,083,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNTZWVFJQVkZVeVRVRTlQUT09&locationName=_____________________),Tuesday,2021,9,21,"411 Harman St ,   , NY",40.7023377,-73.9167195
KLE4907,NY,PAS,1474367872,2021-09-17,6,15A,NO STANDING-EXC. AUTH. VEHICLE,NA,95,0,0,0,0,95,026,Manhattan,POLICE DEPARTMENT,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk0wNUVUVEpPZW1jelRXYzlQUT09&locationName=_____________________),Friday,2021,9,17,"3280 BROADWAY ,   , NY",40.8183975,-73.9558666
KMM4619,NY,PAS,8852643953,2021-08-19,7,29A,REG. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,107,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VMXFXVEJOZW1zeFRYYzlQUT09&locationName=_____________________),Thursday,2021,8,19,"81-20 166th St ,   , NY",40.7205265,-73.8013085
KKM3757,NY,PAS,8876649943,2021-10-22,24,29P,NO STANDING-DAY/TIME LIMITS,NA,115,0,0,0,0,115,115,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wNXFXVEJQVkdzd1RYYzlQUT09&locationName=_____________________),Friday,2021,10,22,"E 99th St ,  2ft N/of 39th Ave , NY",40.6430581,-73.8972182
JRN4608,NY,PAS,8974593439,2021-10-20,13,06P,INSP. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,066,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wNUVWVFZOZWxGNlQxRTlQUT09&locationName=_____________________),Wednesday,2021,10,20,"S 48th St ,  200ft W/of 12th Ave , NY",40.7607289,-74.0020695
HAV3352,NY,PAS,8955919451,2021-08-20,20,06P,FAIL TO DSPLY MUNI METER RECPT,NA,35,0,0,0,0,35,030,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VNVVhM2hQVkZFeFRWRTlQUT09&locationName=_____________________),Friday,2021,8,20,"2286 12th Ave ,   , NY",40.81853,-73.960417
EVH9806,NY,PAS,8963734249,2021-10-19,10,40A,REG. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,048,Bronx,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rMTZZM3BPUkVrd1QxRTlQUT09&locationName=_____________________),Tuesday,2021,10,19,"820 E 178th St ,   , NY",40.8441885,-73.8865996
KDF5630,NY,PAS,8966941965,2021-09-01,24,59P,INSP. STICKER-EXPIRED/MISSING,NA,65,0,0,0,65,0,052,Bronx,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rNXFhekJOVkdzeVRsRTlQUT09&locationName=_____________________),Wednesday,2021,9,1,"S E Kingsbridge Rd ,  45ft E/of Grand Conc , NY",40.8649485,-73.8940161
HWH6660,NY,PAS,2002774845,2021-07-22,7,40A,NO PARKING-STREET CLEANING,NA,65,0,0,0,65,0,045,Bronx,DEPARTMENT OF SANITATION,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFdwQmQwMXFZek5PUkdjd1RsRTlQUT09&locationName=_____________________),Thursday,2021,7,22,"1624 CROSBY AVENUE ,   , NY",40.8447399,-73.8304539
FSW8416,NY,PAS,8852637928,2021-07-03,8,05A,SIDEWALK,NA,115,0,0,0,115,0,102,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VMXFXWHBPZW10NVQwRTlQUT09&locationName=_____________________),Saturday,2021,7,3,"94-11 109th St ,   , NY",40.6912226,-73.8362778
JCX7648,NY,PAS,8975172910,2021-08-02,9,15A,NO PARKING-STREET CLEANING,NA,65,0,0,0,0,65,068,Brooklyn,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wNVVSVE5OYW10NFRVRTlQUT09&locationName=_____________________),Monday,2021,8,2,"341 85th St ,   , NY",40.7767052,-73.9505625
JRU3098,NY,PAS,8957990070,2021-06-28,13,11P,NO STANDING-DAY/TIME LIMITS,NA,115,0,0,0,0,115,048,Bronx,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VNTZhelZOUkVFelRVRTlQUT09&locationName=_____________________),Monday,2021,6,28,"480 E 176th St ,   , NY",40.8455851,-73.8982886
KDJ1504,NY,PAS,8901139042,2021-07-10,6,13A,NO STANDING-DAY/TIME LIMITS,NA,115,0,0,0,0,115,101,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmQwMVVSWHBQVkVFd1RXYzlQUT09&locationName=_____________________),Saturday,2021,7,10,"120 Beach 26th St ,   , NY",40.5927904,-73.7583581
JLN8090,NY,PAS,8936528490,2021-10-19,20,48P,DOUBLE PARKING,NA,115,0,0,0,0,115,018,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVrNXFWWGxQUkZFMVRVRTlQUT09&locationName=_____________________),Tuesday,2021,10,19,"227 W 46th St ,   , NY",40.7594392,-73.9866336
JBJ1620,NY,PAS,8977568304,2021-08-03,9,18A,NO PARKING-STREET CLEANING,NA,65,0,0,0,0,65,068,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wNTZWVEpQUkUxM1RrRTlQUT09&locationName=_____________________),Tuesday,2021,8,3,"360 72nd St ,   , NY",40.7675144,-73.9566011
