plate,state,license_type,summons_number,issue_date,hour,min,violation,judgment_entry_date,fine_amount,penalty_amount,interest_amount,reduction_amount,payment_amount,amount_due,precinct,borough,issuing_agency,violation_status,summons_image,weekday,year,month,day,vehicle_body_type,vehicle_year,house_street,geo_nyc_address,google_address,new_url,coordinates,lat,long
KRP5358,NY,PAS,8970256878,2021-09-16,6,46A,FIRE HYDRANT,NA,115,0,0,0,0,115,045,Bronx,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wMUVTVEZPYW1jelQwRTlQUT09&locationName=_____________________),Thursday,2021,9,16,4DSD,0,E Baychester Ave,"27 WEBSTER PLACE, 18FT E/OF WALWORTH S,BRONX","27 Webster Pl,18ft E/of Walworth S,BRONX,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=27 WEBSTER PLACE, 18FT E/OF WALWORTH S,BRONX&size=50",,40.662657,-73.987085
JLJ5719,NY,PAS,8970258670,2021-10-27,6,32A,FIRE HYDRANT,NA,115,0,0,0,0,115,052,Bronx,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wMUVTVEZQUkZrelRVRTlQUT09&locationName=_____________________),Wednesday,2021,10,27,NA,NA,NA,"8214 18TH AVENUE, 10FT S/OF ATLANTIC A,BRONX","8214 18th Ave,10ft S/of Atlantic A,BRONX,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=8214 18TH AVENUE, 10FT S/OF ATLANTIC A,BRONX&size=50",,40.609223,-74.000584
JNZ1115,NY,PAS,8972175626,2021-07-29,5,56A,FIRE HYDRANT,NA,115,0,0,0,0,115,076,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wMXFSVE5PVkZsNVRtYzlQUT09&locationName=_____________________),Thursday,2021,7,29,4DSD,2005,S Douglass St,"372 8TH STREET, 30FT N/OF COZINE AVENUE, BROOKLYN","372 8th St,30ft N/of Cozine Ave,BROOKLYN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=372 8TH STREET, 30FT N/OF COZINE AVENUE, BROOKLYN&size=50",,40.668032,-73.982649
KER1545,NY,PAS,8972188232,2021-10-13,5,53A,FIRE HYDRANT,NA,115,0,0,0,0,115,061,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wMXFSVFJQUkVsNlRXYzlQUT09&locationName=_____________________),Wednesday,2021,10,13,SUBN,2020,2308 E 2nd St,"4307 14TH AVENUE, 30FT E/OF MANHATTAN,BROOKLYN","4307 14th Ave,30ft E/of Manhattan,BROOKLYN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=4307 14TH AVENUE, 30FT E/OF MANHATTAN,BROOKLYN&size=50",,40.636689,-73.986388
KHA6328,NY,PAS,8972191267,2021-10-28,6,35A,FIRE HYDRANT,NA,115,0,0,0,0,115,066,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wMXFSVFZOVkVreVRuYzlQUT09&locationName=_____________________),Thursday,2021,10,28,NA,NA,NA,"E E 51ST STREET, 20FT E/OF METROPOLIT,BROOKLYN","E E 51st St,20ft E/of Metropolit,BROOKLYN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=E E 51ST STREET, 20FT E/OF METROPOLIT,BROOKLYN&size=50",,40.659834,-73.930518
JHA7382,NY,PAS,8972208735,2021-03-26,10,26A,FIRE HYDRANT,NA,115,0,0,0,0,115,071,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wMXFTWGRQUkdONlRsRTlQUT09&locationName=_____________________),Friday,2021,3,26,NA,NA,NA,"N 45TH STREET, 30FT N/OF CORTELYOU,BROOKLYN","N 45th St,30ft N/of Cortelyou,BROOKLYN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=N 45TH STREET, 30FT N/OF CORTELYOU,BROOKLYN&size=50",,40.721521,-73.960896
HLN2412,NY,PAS,8972234758,2021-10-22,5,30A,FIRE HYDRANT,NA,115,0,0,0,0,115,075,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wMXFTWHBPUkdNeFQwRTlQUT09&locationName=_____________________),Friday,2021,10,22,4DSD,2016,W Pennsylvania Ave,"8435 BAY 16TH STREET, 0FT E/OF KENT AVENUE, BROOKLYN","8435 Bay 16th St,0ft E/of Kent Ave,BROOKLYN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=8435 BAY 16TH STREET, 0FT E/OF KENT AVENUE, BROOKLYN&size=50",,40.608714,-74.003168
JRV3305,NY,PAS,8972250314,2021-03-03,6,50A,FIRE HYDRANT,NA,115,0,0,0,0,115,070,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wMXFTVEZOUkUxNFRrRTlQUT09&locationName=_____________________),Wednesday,2021,3,3,NA,NA,NA,"2519 BEDFORD AVENUE, 43FT N/OF SACKMAN STREET, BROOKLYN","2519 Bedford Ave,43ft N/of Sackman St,BROOKLYN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=2519 BEDFORD AVENUE, 43FT N/OF SACKMAN STREET, BROOKLYN&size=50",,40.642001,-73.954148
HSU1777,NY,PAS,8972268860,2021-05-25,8,19A,FIRE HYDRANT,NA,115,0,0,0,0,115,066,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wMXFTVEpQUkdjeVRVRTlQUT09&locationName=_____________________),Tuesday,2021,5,25,NA,NA,NA,"1369 44TH STREET, 10FT S/OF CLARKSON A,BROOKLYN","1369 44th St,10ft S/of Clarkson A,BROOKLYN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=1369 44TH STREET, 10FT S/OF CLARKSON A,BROOKLYN&size=50",,40.636926,-73.987356
HXH3770,NY,PAS,8972286813,2021-09-29,6,11A,FIRE HYDRANT,NA,115,0,0,0,0,115,063,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wMXFTVFJPYW1kNFRYYzlQUT09&locationName=_____________________),Wednesday,2021,9,29,4DSD,2004,1393 E 52nd St,"S 7TH AVENUE, 30FT N/OF FULTON STREET, BROOKLYN","S 7th Ave,30ft N/of Fulton St,BROOKLYN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=S 7TH AVENUE, 30FT N/OF FULTON STREET, BROOKLYN&size=50",,40.689336,-73.974837
JRW5823,NY,PAS,8972872192,2021-07-14,15,24P,FIRE HYDRANT,NA,115,0,0,0,0,115,066,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wMXFaek5OYWtVMVRXYzlQUT09&locationName=_____________________),Wednesday,2021,7,14,SUBN,2020,786 McDonald Ave,"1542 E 57TH STREET, 10FT E/OF MANGIN ST,BROOKLYN","1542 E 57th St,10ft E/of Mangin St,BROOKLYN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=1542 E 57TH STREET, 10FT E/OF MANGIN ST,BROOKLYN&size=50",,40.615942,-73.919993
JMS2459,NY,PAS,8973053425,2021-03-21,8,13A,FIRE HYDRANT,NA,115,0,0,0,115,0,062,Brooklyn,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wMTZRVEZOZWxGNVRsRTlQUT09&locationName=_____________________),Sunday,2021,3,21,NA,NA,NA,"39-47 63RD STREET, SEDGWICK AVENUE, BROOKLYN","39-47 63rd St,SEDGWICK AVE,BROOKLYN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=39-47 63RD STREET, SEDGWICK AVENUE, BROOKLYN&size=50",,40.745305,-73.901078
KDA9606,NY,PAS,8973100555,2021-03-03,11,18A,FIRE HYDRANT,NA,115,0,0,0,115,0,066,Brooklyn,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wMTZSWGROUkZVeFRsRTlQUT09&locationName=_____________________),Wednesday,2021,3,3,NA,NA,NA,"29-21 ASTORIA BOULEVARD, 5FT W/OF BROADWAY,BROOKLYN","29-21 Astoria Blvd,5ft W/of Broadway,BROOKLYN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=29-21 ASTORIA BOULEVARD, 5FT W/OF BROADWAY,BROOKLYN&size=50",,40.770489,-73.918937
GMA8096,NY,PAS,8973488600,2021-06-30,5,20A,FIRE HYDRANT,NA,115,0,0,0,115,0,070,Brooklyn,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wMTZVVFJQUkZsM1RVRTlQUT09&locationName=_____________________),Wednesday,2021,6,30,4DSD,2012,40 Clarkson Ave,"2164 86TH STREET, D @ 128TH AVENUE, BROOKLYN","2164 86th St,D @ 128TH AVE,BROOKLYN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=2164 86TH STREET, D @ 128TH AVENUE, BROOKLYN&size=50",,40.602078,-73.994652
HUW3593,NY,PAS,8973561110,2021-05-03,9,00A,FIRE HYDRANT,NA,115,0,0,0,0,115,060,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wMTZWVEpOVkVWNFRVRTlQUT09&locationName=_____________________),Monday,2021,5,3,NA,NA,NA,"1429 BUSHWICK AVENUE, NGTON AVE,BROOKLYN","1429 Bushwick Ave,NGTON AVE,BROOKLYN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=1429 BUSHWICK AVENUE, NGTON AVE,BROOKLYN&size=50",,40.684437,-73.908702
HMU5639,NY,PAS,8973564730,2021-06-04,5,30A,FIRE HYDRANT,NA,115,0,0,0,115,0,066,Brooklyn,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wMTZWVEpPUkdONlRVRTlQUT09&locationName=_____________________),Friday,2021,6,4,NA,NA,NA,"925 ASTOR AVENUE, BON AVE,BROOKLYN","925 Astor Ave,BON AVE,BROOKLYN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=925 ASTOR AVENUE, BON AVE,BROOKLYN&size=50",,40.860149,-73.860305
HLK8502,NY,PAS,8973625512,2021-05-19,6,31A,FIRE HYDRANT,NA,115,0,0,0,0,115,066,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wMTZXWGxPVkZWNFRXYzlQUT09&locationName=_____________________),Wednesday,2021,5,19,NA,NA,NA,"849 ASHFORD STREET, AVE,BROOKLYN","849 Ashford St,AVE,BROOKLYN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=849 ASHFORD STREET, AVE,BROOKLYN&size=50",,40.661653,-73.879721
KED3446,NY,PAS,8973630180,2021-06-01,6,54A,FIRE HYDRANT,NA,115,0,0,0,0,115,062,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wMTZXWHBOUkVVMFRVRTlQUT09&locationName=_____________________),Tuesday,2021,6,1,NA,NA,NA,"4618 18TH AVENUE, @ DESMOND CT,BROOKLYN","4618 18th Ave,@ DESMOND CT,BROOKLYN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=4618 18TH AVENUE, @ DESMOND CT,BROOKLYN&size=50",,40.629739,-73.979763
HFZ9698,NY,PAS,8973630635,2021-06-02,2,03A,FIRE HYDRANT,NA,115,0,0,0,0,115,067,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wMTZXWHBOUkZsNlRsRTlQUT09&locationName=_____________________),Wednesday,2021,6,2,NA,NA,NA,"45 PARADE PLACE, T,BROOKLYN","45 Parade Pl,t,BROOKLYN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=45 PARADE PLACE, T,BROOKLYN&size=50",,40.652035,-73.965191
KGX8111,NY,PAS,8973641633,2021-06-24,3,03A,FIRE HYDRANT,NA,115,0,0,0,0,115,063,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wMTZXVEJOVkZsNlRYYzlQUT09&locationName=_____________________),Thursday,2021,6,24,NA,NA,NA,"361 ROCKAWAY AVENUE, E,BROOKLYN","361 Rockaway Ave,E,BROOKLYN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=361 ROCKAWAY AVENUE, E,BROOKLYN&size=50",,40.671212,-73.910826
HSL3231,NY,PAS,8973690220,2021-07-29,10,05A,FIRE HYDRANT,NA,115,0,0,0,0,115,063,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wMTZXVFZOUkVsNVRVRTlQUT09&locationName=_____________________),Thursday,2021,7,29,SUBN,2014,1279 E 72nd St,"163 AINSLIE STREET, TH AVENUE, BROOKLYN","163 Ainslie St,TH AVE,BROOKLYN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=163 AINSLIE STREET, TH AVENUE, BROOKLYN&size=50",,40.712868,-73.947863
JMD4606,NY,PAS,8973772570,2021-05-18,5,46A,FIRE HYDRANT,NA,115,0,0,0,0,115,070,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wMTZZek5OYWxVelRVRTlQUT09&locationName=_____________________),Tuesday,2021,5,18,NA,NA,NA,"152 CALYER STREET, 1ST ST,BROOKLYN","152 Calyer St,1ST ST,BROOKLYN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=152 CALYER STREET, 1ST ST,BROOKLYN&size=50",,40.727588,-73.954352
KDR3385,NY,PAS,8973810900,2021-04-29,5,30A,FIRE HYDRANT,NA,115,0,0,0,0,115,070,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wMTZaM2hOUkd0M1RVRTlQUT09&locationName=_____________________),Thursday,2021,4,29,NA,NA,NA,"218 ATLANTIC AVENUE, NCOLN AVE,BROOKLYN","218 Atlantic Ave,NCOLN AVE,BROOKLYN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=218 ATLANTIC AVENUE, NCOLN AVE,BROOKLYN&size=50",,40.689311,-73.991988
KJY5951,NY,PAS,8973962784,2021-06-03,9,16A,FIRE HYDRANT,NA,115,0,0,0,0,115,078,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wMTZhekpOYW1NMFRrRTlQUT09&locationName=_____________________),Thursday,2021,6,3,NA,NA,NA,"690 DEAN STREET, ST ST,BROOKLYN","690 Dean St,ST ST,BROOKLYN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=690 DEAN STREET, ST ST,BROOKLYN&size=50",,40.679878,-73.967267
KLL1121,NY,PAS,8974062264,2021-07-04,24,07P,FIRE HYDRANT,NA,115,0,0,0,0,115,060,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wNUVRVEpOYWtreVRrRTlQUT09&locationName=_____________________),Sunday,2021,7,4,4DSD,2010,3028 W 29th St,"549 MORGAN AVENUE, STDRIVE, BROOKLYN","549 Morgan Ave,ST DR,BROOKLYN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=549 MORGAN AVENUE, STDRIVE, BROOKLYN&size=50",,40.723684,-73.939634
KKP6430,NY,PAS,8974173670,2021-10-07,8,46A,FIRE HYDRANT,NA,115,0,0,0,0,115,067,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wNUVSVE5OZWxrelRVRTlQUT09&locationName=_____________________),Thursday,2021,10,7,2DSD,2017,87 E 40th St,"185 HENRY STREET, H AVENUE, BROOKLYN","185 Henry St,H AVE,BROOKLYN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=185 HENRY STREET, H AVENUE, BROOKLYN&size=50",,40.69499,-73.994024
KPZ1805,NY,PAS,8974787052,2021-07-27,24,29P,FIRE HYDRANT,NA,115,0,0,0,0,115,066,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wNUVZelJPZWtFeFRXYzlQUT09&locationName=_____________________),Tuesday,2021,7,27,SUBN,2021,1479 47th St,"899 LINCOLN PLACE, 0FT W/OF 5TH AVENUE, BROOKLYN","899 Lincoln Pl,0ft W/of 5th Ave,BROOKLYN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=899 LINCOLN PLACE, 0FT W/OF 5TH AVENUE, BROOKLYN&size=50",,40.670792,-73.946662
HFD4854,NY,PAS,8974954734,2021-03-26,6,42A,FIRE HYDRANT,NA,115,0,0,0,0,115,072,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wNUVhekZPUkdONlRrRTlQUT09&locationName=_____________________),Friday,2021,3,26,NA,NA,NA,"996 BEDFORD AVENUE, CLAYTON POWELL JR B,BROOKLYN","996 Bedford Ave,CLAYTON POWELL JR B,BROOKLYN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=996 BEDFORD AVENUE, CLAYTON POWELL JR B,BROOKLYN&size=50",,40.690757,-73.955638
JGX2265,NY,PAS,8975002238,2021-03-10,2,12A,FIRE HYDRANT,NA,115,0,0,0,0,115,070,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wNVVRWGROYWtsNlQwRTlQUT09&locationName=_____________________),Wednesday,2021,3,10,NA,NA,NA,"57 THAMES STREET, HEBES AVENUE, BROOKLYN","57 Thames St,HEBES AVE,BROOKLYN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=57 THAMES STREET, HEBES AVENUE, BROOKLYN&size=50",,40.705368,-73.930339
KPM3072,NY,PAS,8975045079,2021-09-28,7,48A,FIRE HYDRANT,NA,115,0,0,0,0,115,068,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wNVVRVEJPVkVFelQxRTlQUT09&locationName=_____________________),Tuesday,2021,9,28,SUBN,2013,190 80th St,"517 MEEKER AVENUE, 2ND STREET, BROOKLYN","517 Meeker Ave,2ND ST,BROOKLYN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=517 MEEKER AVENUE, 2ND STREET, BROOKLYN&size=50",,40.720719,-73.943881
KJN7282,NY,PAS,8975211691,2021-03-31,9,48A,FIRE HYDRANT,NA,115,0,0,0,5,110,060,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wNVVTWGhOVkZrMVRWRTlQUT09&locationName=_____________________),Wednesday,2021,3,31,NA,NA,NA,"318 ECKFORD STREET, 0FT W/OF 83RD ST,BROOKLYN","318 Eckford St,0ft W/of 83rd St,BROOKLYN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=318 ECKFORD STREET, 0FT W/OF 83RD ST,BROOKLYN&size=50",,40.729977,-73.952149
HVD7835,NY,PAS,8975286393,2021-10-05,8,56A,FIRE HYDRANT,NA,115,0,0,0,0,115,069,Brooklyn,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wNVVTVFJPYWswMVRYYzlQUT09&locationName=_____________________),Tuesday,2021,10,5,4DSD,2018,8306 Flatlands Ave,"40-10 25TH AVENUE, E/O 10 AVE,BROOKLYN","40-10 25th Ave,E/O 10 AVE,BROOKLYN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=40-10 25TH AVENUE, E/O 10 AVE,BROOKLYN&size=50",,40.767557,-73.91147
GFZ9986,NY,PAS,8975323171,2021-04-27,6,49A,FIRE HYDRANT,NA,115,0,0,0,0,115,067,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wNVVUWGxOZWtVelRWRTlQUT09&locationName=_____________________),Tuesday,2021,4,27,NA,NA,NA,"89 WILLOUGHBY STREET, 100FT N/OF 48TH AVENUE, BROOKLYN","89 Willoughby St,100ft N/of 48th Ave,BROOKLYN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=89 WILLOUGHBY STREET, 100FT N/OF 48TH AVENUE, BROOKLYN&size=50",,40.692573,-73.985571
HDG7165,NY,PAS,8975341409,2021-06-08,6,16A,FIRE HYDRANT,NA,115,0,0,0,0,115,066,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wNVVUVEJOVkZGM1QxRTlQUT09&locationName=_____________________),Tuesday,2021,6,8,NA,NA,NA,"74 INDIA STREET, 50FT S/OF 35TH AVENUE, BROOKLYN","74 India St,50ft S/of 35th Ave,BROOKLYN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=74 INDIA STREET, 50FT S/OF 35TH AVENUE, BROOKLYN&size=50",,40.731684,-73.957651
KHA7246,NY,PAS,8975344447,2021-06-15,6,52A,FIRE HYDRANT,NA,115,0,0,0,115,0,078,Brooklyn,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wNVVUVEJPUkZFd1RuYzlQUT09&locationName=_____________________),Tuesday,2021,6,15,NA,NA,NA,"35-23 86TH STREET, 5FT N/OF E 179TH ST,BROOKLYN","35-23 86th St,5ft N/of E 179th St,BROOKLYN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=35-23 86TH STREET, 5FT N/OF E 179TH ST,BROOKLYN&size=50",,40.751472,-73.880581
JPC8470,NY,PAS,8975357867,2021-04-08,6,33A,FIRE HYDRANT,NA,115,0,0,0,0,115,070,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wNVVUVEZPZW1jeVRuYzlQUT09&locationName=_____________________),Thursday,2021,4,8,NA,NA,NA,"166 BAINBRIDGE STREET, 0FT N/OF 73RD AVENUE, BROOKLYN","166 Bainbridge St,0ft N/of 73rd Ave,BROOKLYN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=166 BAINBRIDGE STREET, 0FT N/OF 73RD AVENUE, BROOKLYN&size=50",,40.680864,-73.930352
HLW2471,NY,PAS,8975361834,2021-05-01,6,37A,FIRE HYDRANT,NA,115,0,0,0,0,115,075,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wNVVUVEpOVkdkNlRrRTlQUT09&locationName=_____________________),Saturday,2021,5,1,NA,NA,NA,"106 OAK STREET, 50FT W/OF OLMSTEAD A,BROOKLYN","106 Oak St,50ft W/of Olmstead A,BROOKLYN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=106 OAK STREET, 50FT W/OF OLMSTEAD A,BROOKLYN&size=50",,40.727583,-73.956617
JPH8085,NY,PAS,8975365773,2021-05-18,8,30A,FIRE HYDRANT,NA,115,0,0,0,0,115,070,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wNVVUVEpPVkdNelRYYzlQUT09&locationName=_____________________),Tuesday,2021,5,18,NA,NA,NA,"219 WARREN STREET, 0FT S/OF 37TH AVENUE, BROOKLYN","219 Warren St,0ft S/of 37th Ave,BROOKLYN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=219 WARREN STREET, 0FT S/OF 37TH AVENUE, BROOKLYN&size=50",,40.687187,-73.994541
HXA7583,NY,PAS,8976030709,2021-10-23,11,02A,FIRE HYDRANT,NA,115,0,0,0,0,115,072,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wNXFRWHBOUkdOM1QxRTlQUT09&locationName=_____________________),Saturday,2021,10,23,SUBN,2015,N 58th St,"216 SCHAEFER STREET, 10FT S/OF 39TH AVENUE, BROOKLYN","216 Schaefer St,10ft S/of 39th Ave,BROOKLYN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=216 SCHAEFER STREET, 10FT S/OF 39TH AVENUE, BROOKLYN&size=50",,40.690434,-73.906789
KMM6162,NY,PAS,8976362846,2021-06-05,9,25A,FIRE HYDRANT,NA,115,0,0,0,0,115,078,Brooklyn,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wNXFUVEpOYW1jd1RtYzlQUT09&locationName=_____________________),Saturday,2021,6,5,NA,NA,NA,"8271 164TH PLACE, 13 STREET, BROOKLYN","8271 164th Pl,13 ST,BROOKLYN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=8271 164TH PLACE, 13 STREET, BROOKLYN&size=50",,40.717448,-73.801928
JPU7096,NY,PAS,8976582366,2021-08-22,8,54A,FIRE HYDRANT,NA,115,0,0,115,0,0,061,Brooklyn,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wNXFWVFJOYWsweVRtYzlQUT09&locationName=_____________________),Sunday,2021,8,22,SUBN,2020,1654 E 19th St,"617 VAN NEST AVENUE, 55FT S/OF E 169TH STREET, BROOKLYN","617 Van Nest Ave,55ft S/of E 169th St,BROOKLYN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=617 VAN NEST AVENUE, 55FT S/OF E 169TH STREET, BROOKLYN&size=50",,40.842908,-73.867694
KEP6217,NY,PAS,8976608859,2021-07-17,7,10A,FIRE HYDRANT,NA,115,0,0,0,0,115,063,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wNXFXWGRQUkdjeFQxRTlQUT09&locationName=_____________________),Saturday,2021,7,17,4DSD,2018,1274 E 72nd St,"29 GALLATIN PLACE, 230FT S/OF E 115TH S,BROOKLYN","29 Gallatin Pl,230ft S/of E 115th S,BROOKLYN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=29 GALLATIN PLACE, 230FT S/OF E 115TH S,BROOKLYN&size=50",,40.690352,-73.986722
