"plate","state","license_type","summons_number","issue_date","violation_time","violation","judgment_entry_date","fine_amount","penalty_amount","interest_amount","reduction_amount","payment_amount","amount_due","precinct","county","issuing_agency","violation_status","summons_image"
"HET2234","NY","PAS",8943875990,"09/23/2021","09:15A","NO PARKING-STREET CLEANING",NA,65,0,0,0,0,65,"034","NY","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FMTZaek5PVkdzMVRVRTlQUT09&locationName=_____________________)"
"JCF5172","NY","PAS",8874384440,"03/04/2021","02:30P","FIRE HYDRANT",NA,115,0,0,0,0,115,"075","K","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wNUVUVFJPUkZFd1RVRTlQUT09&locationName=_____________________)"
"HEK6364","NY","PAS",8915013633,"04/11/2021","11:14A","NO PARKING-DAY/TIME LIMITS",NA,65,0,0,65,0,0,"010","NY","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFNVVRWGhOZWxsNlRYYzlQUT09&locationName=_____________________)"
"HPY9791","NY","PAS",8867222909,"06/15/2021","12:09P","NO STANDING-DAY/TIME LIMITS",NA,115,0,0,0,0,115,"115","Q","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rNTZTWGxOYW10M1QxRTlQUT09&locationName=_____________________)"
"GCS5712","NY","PAS",8949525320,"06/26/2021","09:36A","FAIL TO DSPLY MUNI METER RECPT",NA,35,0,0,0,0,35,"028","NY","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FOVVWWGxPVkUxNVRVRTlQUT09&locationName=_____________________)"
"HAN6022","NY","PAS",8880609890,"01/15/2021","02:50A","REG. STICKER-EXPIRED/MISSING",NA,65,0,0,0,65,0,"102","Q","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5FMUVXWGRQVkdjMVRVRTlQUT09&locationName=_____________________)"
"KRR8331","NY","PAS",8944792872,"10/19/2021","08:14A","NO PARKING-STREET CLEANING",NA,65,0,0,0,0,65,"019","NY","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FNUVZelZOYW1jelRXYzlQUT09&locationName=_____________________)"
"JNL5489","NY","PAS",8986950455,"03/09/2021","10:16A","NO STANDING-DAY/TIME LIMITS",NA,115,0,0,0,0,115,"094","K","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNXFhekZOUkZFeFRsRTlQUT09&locationName=_____________________)"
"KHA6184","NY","PAS",8550741528,"02/23/2021","11:59A","NO PARKING-STREET CLEANING",NA,65,0,0,0,65,0,"072","K","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VMUVZekJOVkZWNVQwRTlQUT09&locationName=_____________________)"
"KDP7871","NY","PAS",8854017322,"04/21/2021","11:04A","INSP. STICKER-EXPIRED/MISSING",NA,65,0,0,0,0,65,"115","Q","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNUVRWGhPZWsxNVRXYzlQUT09&locationName=_____________________)"
"EJS4229","NY","PAS",8989163316,"05/19/2021","08:52A","INSP. STICKER-EXPIRED/MISSING",NA,65,0,0,0,0,65,"075","K","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FOVVSVEpOZWsxNFRtYzlQUT09&locationName=_____________________)"
"HXV7941","NY","PAS",8995100539,"04/29/2021","07:15A","NO STANDING-DAY/TIME LIMITS",NA,115,0,0,0,0,115,"088","K","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNVVSWGROUkZWNlQxRTlQUT09&locationName=_____________________)"
"KJA3106","NY","PAS",8976725918,"07/19/2021","07:22A","FRONT OR BACK PLATE MISSING",NA,65,0,0,0,0,65,"066","K","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wNXFZM2xPVkd0NFQwRTlQUT09&locationName=_____________________)"
"KLU1359","NY","PAS",8821440126,"07/07/2021","10:44A","FAIL TO DSPLY MUNI METER RECPT",NA,35,0,0,0,0,35,"115","Q","TRAFFIC","HEARING ADJOURNMENT","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVVMVVVVEJOUkVWNVRtYzlQUT09&locationName=_____________________)"
"JMJ4083","NY","PAS",8821923277,"01/15/2021","10:59A","FAIL TO DSPLY MUNI METER RECPT",NA,35,0,0,0,35,0,"084","K","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVVMVVhM2xOZWtrelRuYzlQUT09&locationName=_____________________)"
"KET9281","NY","PAS",8862194870,"07/22/2021","06:12A","NO MATCH-PLATE/STICKER",NA,65,0,0,0,0,65,"113","Q","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rMXFSVFZPUkdjelRVRTlQUT09&locationName=_____________________)"
"HFM7038","NY","PAS",8965534045,"11/02/2021","01:38P","INSP. STICKER-EXPIRED/MISSING",NA,65,0,0,0,0,65,"048","BX","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rNVVWWHBPUkVFd1RsRTlQUT09&locationName=_____________________)"
"KDX8761","NY","PAS",8819974605,"03/13/2021","01:25P","FAIL TO DSPLY MUNI METER RECPT",NA,35,0,0,0,0,35,"103","Q","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVhek5PUkZsM1RsRTlQUT09&locationName=_____________________)"
"HUH5287","NY","PAS",8862174251,"05/13/2021","07:49A","REG. STICKER-EXPIRED/MISSING",NA,65,0,0,0,0,65,"102","Q","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rMXFSVE5PUkVreFRWRTlQUT09&locationName=_____________________)"
"JHJ6395","NY","PAS",8962463362,"04/05/2021","05:07P","FAIL TO DSPLY MUNI METER RECPT",NA,35,0,0,35,0,0,"043","BX","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rMXFVVEpOZWsweVRXYzlQUT09&locationName=_____________________)"
"KUB3455","NY","PAS",8978739076,"10/29/2021","01:33P","NO STANDING-EXC. TRUCK LOADING",NA,95,0,0,0,0,95,"067","K","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wOUVZM3BQVkVFelRtYzlQUT09&locationName=_____________________)"
"GFZ3236","NY","PAS",8963389285,"08/17/2021","02:44P","REG. STICKER-EXPIRED/MISSING",NA,65,0,0,0,0,65,"045","BX","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rMTZUVFJQVkVrMFRsRTlQUT09&locationName=_____________________)"
"FZD6728","NY","PAS",8803538720,"01/18/2021","01:57P","NO PARKING-DAY/TIME LIMITS",NA,65,0,0,0,65,0,"006","NY","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmQwMTZWWHBQUkdONVRVRTlQUT09&locationName=_____________________)"
"JKZ8637","NY","PAS",8950287547,"09/21/2021","01:51P","NO STANDING-BUS STOP",NA,115,0,0,0,0,115,"030","NY","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVTVFJPZWxVd1RuYzlQUT09&locationName=_____________________)"
"JLU6521","NY","PAS",8804695869,"01/14/2021","08:45A","INSP. STICKER-EXPIRED/MISSING",NA,65,0,0,0,65,0,"115","Q","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmQwNUVXVFZPVkdjeVQxRTlQUT09&locationName=_____________________)"
"HUJ3496","NY","PAS",8883459258,"02/16/2021","10:29P","NO STANDING-DAY/TIME LIMITS",NA,115,0,0,0,115,0,"052","BX","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5FMTZVVEZQVkVreFQwRTlQUT09&locationName=_____________________)"
"DSA1304","NY","PAS",4730789842,"04/23/2021","03:19P","PHTO SCHOOL ZN SPEED VIOLATION",NA,50,25,0,25,50,0,"000","BK","DEPARTMENT OF TRANSPORTATION","HEARING HELD-GUILTY REDUCTION","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSamVrMUVZelJQVkdjd1RXYzlQUT09&locationName=_____________________)"
"KDP7978","NY","PAS",8875367589,"02/23/2021","12:19P","NO PARKING-STREET CLEANING",NA,65,0,0,0,0,65,"112","Q","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wNVVUVEpPZWxVMFQxRTlQUT09&locationName=_____________________)"
"JSE4187","NY","PAS",8936209632,"04/24/2021","10:27A","DOUBLE PARKING",NA,115,0,0,0,0,115,"018","NY","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVrNXFTWGRQVkZsNlRXYzlQUT09&locationName=_____________________)"
"KMC9155","NY","PAS",8882865940,"10/20/2021","08:47A","INSP. STICKER-EXPIRED/MISSING",NA,65,0,0,0,0,65,"073","K","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5FMXFaekpPVkdzd1RVRTlQUT09&locationName=_____________________)"
"JRS9383","NY","PAS",8979303026,"03/10/2021","05:26P","INSP. STICKER-EXPIRED/MISSING",NA,65,0,0,0,0,65,"068","K","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wOVVUWGROZWtGNVRtYzlQUT09&locationName=_____________________)"
"HWK2557","NY","PAS",8946591316,"09/04/2021","07:47A","FRONT OR BACK PLATE MISSING",NA,65,0,0,0,0,65,"024","NY","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FNXFWVFZOVkUxNFRtYzlQUT09&locationName=_____________________)"
"JBJ4553","NY","PAS",1475697223,"05/18/2021","02:15A","FIRE HYDRANT",NA,115,0,0,0,0,115,"113","Q","DEPARTMENT OF SANITATION","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk0wNVVXVFZPZWtsNVRYYzlQUT09&locationName=_____________________)"
"JJY5986","NY","PAS",8857693820,"01/18/2021","09:23A","INSP. STICKER-EXPIRED/MISSING",NA,65,0,0,0,0,65,"050","BX","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNTZXVFZOZW1kNVRVRTlQUT09&locationName=_____________________)"
"CJL8898","NY","PAS",8996572755,"06/23/2021","01:51A","FRONT OR BACK PLATE MISSING",NA,65,0,0,65,0,0,"083","K","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNXFWVE5OYW1NeFRsRTlQUT09&locationName=_____________________)"
"JNW3315","NY","PAS",8929677587,"07/22/2021","04:23P","NO STANDING-DAY/TIME LIMITS",NA,115,0,0,0,0,115,"018","NY","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVVOVVXVE5PZWxVMFRuYzlQUT09&locationName=_____________________)"
"JNL2810","NY","PAS",8891617441,"06/30/2021","09:51A","FIRE HYDRANT",NA,115,0,0,115,0,0,"108","Q","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VMVVXWGhPZWxFd1RWRTlQUT09&locationName=_____________________)"
"JER8162","NY","PAS",8956103343,"03/13/2021","03:36A","FIRE HYDRANT",NA,115,0,0,0,0,115,"030","NY","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VNXFSWGROZWswd1RYYzlQUT09&locationName=_____________________)"
"FXZ8771","NY","PAS",8968755747,"03/13/2021","02:06A","NO PARKING-DAY/TIME LIMITS",NA,60,0,0,0,0,60,"045","BX","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rOUVZekZPVkdNd1RuYzlQUT09&locationName=_____________________)"
"HKZ3520","NY","PAS",8961828691,"07/14/2021","10:33A","FRONT OR BACK PLATE MISSING",NA,65,0,0,0,0,65,"044","BX","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rMVVaM2xQUkZrMVRWRTlQUT09&locationName=_____________________)"
"KLT7345","NY","PAS",8994223253,"08/19/2021","02:26P","NO STANDING-DAY/TIME LIMITS",NA,115,0,0,0,0,115,"083","K","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNUVTWGxOZWtreFRYYzlQUT09&locationName=_____________________)"
"HTS5631","NY","PAS",8815041485,"01/15/2021","10:24A","NO STANDING-EXC. TRUCK LOADING",NA,95,0,0,95,0,0,"112","Q","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFNVVRVEJOVkZFMFRsRTlQUT09&locationName=_____________________)"
"KGX4852","NY","PAS",8861346662,"02/24/2021","09:08A","NO PARKING-DAY/TIME LIMITS",NA,60,0,0,0,0,60,"077","K","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rMVVUVEJPYWxreVRXYzlQUT09&locationName=_____________________)"
"T681267C","NY","PAS",1460818878,"07/17/2021","08:57P","OBSTRUCTING DRIVEWAY",NA,95,0,0,0,0,95,"067","K","POLICE DEPARTMENT","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk1rMUVaM2hQUkdjelQwRTlQUT09&locationName=_____________________)"
"JKE8843","NY","PAS",8862194705,"07/21/2021","07:53A","INSP. STICKER-EXPIRED/MISSING",NA,65,0,0,0,0,65,"105","Q","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rMXFSVFZPUkdOM1RsRTlQUT09&locationName=_____________________)"
"JLT4936","NY","PAS",8864982267,"02/26/2021","05:20A","FIRE HYDRANT",NA,115,0,0,0,0,115,"063","K","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rNUVhelJOYWtreVRuYzlQUT09&locationName=_____________________)"
"KDD3750","NY","PAS",8889058730,"02/23/2021","08:36A","NO PARKING-STREET CLEANING",NA,65,0,0,0,0,65,"107","Q","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5FOVVRVEZQUkdONlRVRTlQUT09&locationName=_____________________)"
"JMK5530","NY","PAS",8857059728,"01/14/2021","08:21A","REG. STICKER-EXPIRED/MISSING",NA,65,0,0,0,0,65,"084","K","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNTZRVEZQVkdONVQwRTlQUT09&locationName=_____________________)"
"JEJ4378","NY","PAS",8958368202,"05/13/2021","02:04P","FRONT OR BACK PLATE MISSING",NA,65,0,0,0,0,65,"049","BX","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VOUVUVEpQUkVsM1RXYzlQUT09&locationName=_____________________)"
"KEW3539","NY","PAS",8969220628,"08/17/2021","06:31A","DOUBLE PARKING",NA,115,0,0,0,0,115,"046","BX","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rOVVTWGxOUkZsNVQwRTlQUT09&locationName=_____________________)"
"KLL1568","NY","PAS",8918483612,"08/27/2021","01:02P","FRONT OR BACK PLATE MISSING",NA,65,0,0,0,65,0,"007","NY","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFOUVVVFJOZWxsNFRXYzlQUT09&locationName=_____________________)"
"GNB1386","NY","PAS",8949309543,"03/24/2021","02:24P","NO STANDING-DAY/TIME LIMITS",NA,115,0,0,115,0,0,"026","NY","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FOVVUWGRQVkZVd1RYYzlQUT09&locationName=_____________________)"
"GBG8851","NY","PAS",1457638617,"10/28/2021","12:11P","OBSTRUCTING DRIVEWAY",NA,95,0,0,0,0,95,"083","K","POLICE DEPARTMENT","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk1VNTZXWHBQUkZsNFRuYzlQUT09&locationName=_____________________)"
"KGY8816","NY","PAS",2001401863,"06/02/2021","08:37A","NO PARKING-STREET CLEANING",NA,65,0,0,0,0,65,"072","Kings","DEPARTMENT OF SANITATION","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFdwQmQwMVVVWGROVkdjeVRYYzlQUT09&locationName=_____________________)"
"JNZ3714","NY","PAS",8986848272,"09/24/2021","07:43A","NO STANDING-EXC. AUTH. VEHICLE",NA,95,0,0,0,0,95,"083","K","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNXFaekJQUkVrelRXYzlQUT09&locationName=_____________________)"
"KFT6425","NY","PAS",8949964636,"05/18/2021","05:32P","DOUBLE PARKING",NA,115,0,0,0,115,0,"034","NY","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FOVVhekpPUkZsNlRtYzlQUT09&locationName=_____________________)"
"KKF3308","NY","PAS",8937166173,"08/27/2021","08:43A","NO PARKING-STREET CLEANING",NA,65,0,0,0,0,65,"018","NY","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVrNTZSVEpPYWtVelRYYzlQUT09&locationName=_____________________)"
"HCH5337","NY","PAS",8938201661,"03/09/2021","05:43P","NO STANDING-DAY/TIME LIMITS",NA,115,0,0,0,0,115,"019","NY","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVrOUVTWGROVkZreVRWRTlQUT09&locationName=_____________________)"
"KFL6385","NY","PAS",8896708965,"08/24/2021","06:51A","INSP. STICKER-EXPIRED/MISSING",NA,65,0,0,0,0,65,"048","BX","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VNXFZM2RQUkdzeVRsRTlQUT09&locationName=_____________________)"
"JMJ3852","NY","PAS",8988004917,"03/23/2021","08:55A","NO PARKING-STREET CLEANING",NA,65,0,0,0,0,65,"088","K","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FOUVRWGRPUkd0NFRuYzlQUT09&locationName=_____________________)"
"JPM4585","NY","PAS",8890161978,"06/29/2021","08:50A","WRONG WAY",NA,45,0,0,0,0,45,"109","Q","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VMUVSVEpOVkdzelQwRTlQUT09&locationName=_____________________)"
"GSN5881","NY","PAS",8982780853,"09/30/2021","12:12P","DOUBLE PARKING",NA,115,0,0,0,0,115,"060","K","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FMXFZelJOUkdjeFRYYzlQUT09&locationName=_____________________)"
"GNX2064","NY","PAS",8986881962,"07/01/2021","07:43A","DOUBLE PARKING",NA,115,0,0,115,0,0,"081","K","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNXFaelJOVkdzeVRXYzlQUT09&locationName=_____________________)"
"JPS2534","NY","PAS",8953770208,"09/08/2021","02:22P","FAIL TO DSPLY MUNI METER RECPT",NA,35,0,0,35,0,0,"025","NY","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMTZZek5OUkVsM1QwRTlQUT09&locationName=_____________________)"
"JAT4084","NY","PAS",8666840146,"10/19/2021","03:07P","FAIL TO DSPLY MUNI METER RECPT",NA,35,0,0,0,0,35,"106","Q","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1rNXFaekJOUkVVd1RtYzlQUT09&locationName=_____________________)"
"HKB6859","NY","PAS",8541575664,"01/22/2021","09:55A","REG. STICKER-EXPIRED/MISSING",NA,65,0,0,0,65,0,"121","R","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1FMVVWVE5PVkZreVRrRTlQUT09&locationName=_____________________)"
"HXH8054","NY","PAS",8846671090,"02/17/2021","12:00P","INSP. STICKER-EXPIRED/MISSING",NA,65,0,0,0,0,65,"052","BX","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1FNXFXVE5OVkVFMVRVRTlQUT09&locationName=_____________________)"
"KRL1567","NY","PAS",8987090395,"07/22/2021","08:52A","NO PARKING-STREET CLEANING",NA,65,0,0,0,0,65,"079","K","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNTZRVFZOUkUwMVRsRTlQUT09&locationName=_____________________)"
"KLA7418","NY","PAS",8854028010,"07/22/2021","01:03P","INSP. STICKER-EXPIRED/MISSING",NA,65,0,0,0,0,65,"115","Q","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNUVRWGxQUkVGNFRVRTlQUT09&locationName=_____________________)"
"KPJ1775","NY","PAS",8865621760,"05/29/2021","01:44P","FAIL TO DSPLY MUNI METER RECPT",NA,35,0,0,35,0,0,"106","Q","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rNVVXWGxOVkdNeVRVRTlQUT09&locationName=_____________________)"
"KJM7101","NY","PAS",8949697701,"09/11/2021","09:02A","SIDEWALK",NA,115,0,0,0,0,115,"034","NY","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FOVVXVFZPZW1OM1RWRTlQUT09&locationName=_____________________)"
"JGL4488","NY","PAS",8957417291,"11/05/2021","02:42P","NO STANDING-DAY/TIME LIMITS",NA,115,0,0,0,0,115,"108","Q","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VNTZVWGhPZWtrMVRWRTlQUT09&locationName=_____________________)"
"KJH8519","NY","PAS",8982381855,"09/28/2021","03:09P","NO STANDING-BUS STOP",NA,115,0,0,0,0,115,"078","K","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FMXFUVFJOVkdjeFRsRTlQUT09&locationName=_____________________)"
"GKA8326","NY","PAS",8953262732,"05/28/2021","03:23P","INSP. STICKER-EXPIRED/MISSING",NA,65,0,0,0,0,65,"019","NY","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMTZTVEpOYW1ONlRXYzlQUT09&locationName=_____________________)"
"HJZ2692","NY","PAS",8815442546,"01/30/2021","11:17A","NON-COMPLIANCE W/ POSTED SIGN",NA,60,0,0,0,0,60,"084","K","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFNVVVVEJOYWxVd1RtYzlQUT09&locationName=_____________________)"
"KLG7083","NY","PAS",8901224525,"10/19/2021","07:34A","FIRE HYDRANT",NA,115,0,0,0,0,115,"114","Q","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmQwMVVTWGxPUkZWNVRsRTlQUT09&locationName=_____________________)"
"KEH4861","NY","PAS",8950042435,"07/31/2021","02:54P","DOUBLE PARKING",NA,115,0,0,0,0,115,"024","NY","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVRVEJOYWxGNlRsRTlQUT09&locationName=_____________________)"
"ESD6361","NY","PAS",1482088903,"10/07/2021","01:24A","FIRE HYDRANT",NA,115,0,0,0,0,115,"081","K","POLICE DEPARTMENT","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FMXFRVFJQUkd0M1RYYzlQUT09&locationName=_____________________)"
"KGX6702","NY","PAS",8946050860,"08/20/2021","08:43A","NO PARKING-STREET CLEANING",NA,65,0,0,0,0,65,"023","NY","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FNXFRVEZOUkdjeVRVRTlQUT09&locationName=_____________________)"
"JNV7011","NY","PAS",8974963747,"05/10/2021","06:54A","NO PARKING-STREET CLEANING",NA,65,0,0,0,0,65,"062","K","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wNUVhekpOZW1Nd1RuYzlQUT09&locationName=_____________________)"
"JNA6680","NY","PAS",8984458107,"05/21/2021","05:49A","FIRE HYDRANT",NA,115,0,0,0,0,115,"062","K","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNUVVVEZQUkVWM1RuYzlQUT09&locationName=_____________________)"
"GSS6731","NY","PAS",8664828120,"08/06/2021","02:45P","FIRE HYDRANT",NA,115,0,0,0,0,115,"123","R","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1rNUVaM2xQUkVWNVRVRTlQUT09&locationName=_____________________)"
